X,Y,OBJECTID,ADDRESS,LOT_SIZE,PRMT_NR,MUP_APNO,STGLSTTITL,APTYPE,NEW,DEMO,NET_UNITS,SLEEPING_ROOMS,VALUE,TYPE_OCC,DWELTYPE,COMMENTS,APP_DATE,ISS_DATE,YEAR_ISSUED,FINAL_DATE,YEAR_FINAL,VILLNUMB,NAME,TYPE_NAME,COMP_PLAN_NAME,COMP_PLAN_TYPE,CRA_NO,CRA,NEIGHBORHOOD,C_DISTRICT,TRBL2010,TRBG2010,GEOID10,SOURCE,XCOORD,YCOORD,MAF_ID,DEVSITE_ID,RECORDNUMBER,STATUS_COLOR,LONGITUDE,LATITUDE,EXPIRE_DATE,ZONING_FULL,ZONING_PRIMARY,ZONING_REPORT,CATEGORY,CLASS,CONSTR_PRMT_PARENT,GEOID20,TRBL2020,TRBG2020,Q_ISSUED,Q_Y_ISSUED,Q_FINAL,Q_Y_FINAL,CONDO_Y_N
-122.339643695,47.704361041,9012,10337   ASHWORTH AVE N,4980,6343194,,Permit Finaled,Construction Permit,1,0,1,0,12000,ADU,"Accessory Dwelling, Attached","Alterations to basement of single family residence to create a 1-bedroom accessory dwelling unit,  per plans",2012/12/12 00:00:00+00,2013/01/18 00:00:00+00,2013,2013/04/22 00:00:00+00,2013,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1999998,Licton Springs,Northwest,5,1300.1007,1300.1,530330013001007,HAN,1269555.04465679,260558.74451083,42067,DV0080325,6343194-CN,#001a73,-122.33964369,47.70436104,2014/07/18 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330013001006,1300.1006,1300.1,1,2013_1,2,2013_2,N
-122.296887019,47.7062976330001,9040,10565   RAVENNA AVE NE,10520,6361415,,Permit Finaled,Construction Permit,1,0,1,0,96176,ADU,"Accessory Dwelling, Attached","Remove garage and construct a two-story addition to existing single family residence for new attached accessory dwelling unit, per plans.",2014/01/08 00:00:00+00,2014/04/30 00:00:00+00,2014,2014/12/16 00:00:00+00,2014,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,1000.2001,1000.2,530330010002001,HAN,1280094.11180358,261061.89561535,429750,DV0081665,6361415-CN,#001a73,-122.29688702,47.70629763,2015/10/30 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330010002001,1000.2001,1000.2,2,2014_2,4,2014_4,N
-122.289460907,47.5930853500001,9060,1111   LAKE WASHINGTON BLVD S,4200,6301674,,Permit Finaled,Construction Permit,1,0,1,0,419982,ADU,"Accessory Dwelling, Attached","Establish use and construct new single family residence and attached garage, per plan.",2012/05/23 00:00:00+00,2013/02/07 00:00:00+00,2013,2013/11/19 00:00:00+00,2013,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,8900.1033,8900.1,530330089001033,HAN,1281140.84870065,219738.65410103,148698,DV0063855,6301674-CN,#001a73,-122.28946091,47.59308535,2014/08/07 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330089001027,8900.1027,8900.1,1,2013_1,4,2013_4,N
-122.364124318,47.6289578180001,9082,1106   6TH AVE W,8540,6367304,,Permit Finaled,Construction Permit,1,0,1,0,20000,ADU,"Accessory Dwelling, Attached","Construct alterations for accessory dwelling unit in basement of existing single family residence, per plan.",2013/08/21 00:00:00+00,2013/09/18 00:00:00+00,2013,2014/04/11 00:00:00+00,2014,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.3021,6900.3,530330069003021,HAN,1262981.50097006,233178.5990748,123987,DV0047843,6367304-CN,#001a73,-122.36412432,47.62895782,2015/03/18 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330069003032,6900.3032,6900.3,3,2013_3,2,2014_2,N
-122.328418976,47.728443844,9104,104  NE 137TH ST,10360,6280213,,Permit Finaled,Construction Permit,1,0,1,0,20000,ADU,"Accessory Dwelling, Attached","Construct porch addition and alterations to add accessry dwelling unit to existing single family residence, per plan",2011/05/27 00:00:00+00,2011/08/02 00:00:00+00,2011,2011/12/16 00:00:00+00,2011,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,300.1020,300.1,530330003001020,HAN,1272488.93470779,269287.79847177,23905,DV0016046,6280213-CN,#001a73,-122.32841898,47.72844384,2013/02/02 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330003001020,300.1020,300.1,3,2011_3,4,2011_4,N
-122.285636313,47.7093306940001,9150,11023   40TH AVE NE,8713,6155685,,Permit Finaled,Construction Permit,1,0,1,0,61414,ADU,"Accessory Dwelling, Attached","Construct 2nd floor addition over existing garage with deck bridge and enclosed mudroom beneath to create an attached accessory dwelling unit above attached garage to existing one family dwelling, per plan.",2007/12/19 00:00:00+00,2008/03/06 00:00:00+00,2008,2008/08/20 00:00:00+00,2008,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.2008,800.2,530330008002008,HAN,1282884.54918244,262115.58291243,38269,DV0072893,6155685-CN,#001a73,-122.28563631,47.7093307,2009/09/06 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008002015,800.2015,800.2,1,2008_1,3,2008_3,N
-122.308288141,47.6292881970001,9169,1118   18TH AVE E,4813,6280127,,Permit Finaled,Construction Permit,1,0,1,0,15000,ADU,"Accessory Dwelling, Attached","Convert new 1st floor living space (constructed under 6278729) to kitchen and living/dining area for an accessory dwelling unit to include a portion of the adjacent basement, per plan.",2011/06/13 00:00:00+00,2011/07/14 00:00:00+00,2011,2012/06/15 00:00:00+00,2012,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.3005,6400.3,530330064003005,HAN,1276749.18226416,233030.23197064,126662,DV0019386,6280127-CN,#001a73,-122.30828814,47.6292882,2013/01/14 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064003005,6400.3005,6400.3,3,2011_3,2,2012_2,N
-122.285919468,47.6020225140001,9207,110   ERIE AVE,2260,6555977,,Permit Finaled,Construction Permit,1,0,1,0,50000,ADU,"Accessory Dwelling, Attached","Alterations and in existing single family residence at basement to create an attached accessory dwelling unit , per plan.",2017/03/27 00:00:00+00,2017/05/16 00:00:00+00,2017,2018/08/02 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,7800.1048,7800.1,530330078001048,HAN,1282076.06659,222981.52581,146467,DV0089769,6555977-CN,#001a73,-122.28591947,47.60202252,2018/11/16 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330078001040,7800.1040,7800.1,2,2017_2,3,2018_3,N
-122.371607633,47.6754767240001,9265,1102  NW 64TH ST,5000,6587948,,Permit Finaled,Construction Permit,1,0,1,0,310000,ADU,"Accessory Dwelling, Attached","Construct alterations throughout existing single-family residence to create an accessory dwelling unit in the basement, remodel kitchen and baths, per plan.",2017/07/19 00:00:00+00,2017/11/08 00:00:00+00,2017,2018/11/21 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.2002,3300.2,530330033002002,HAN,1261475.80138452,250180.49886821,74121,DV0090358,6587948-CN,#001a73,-122.37160763,47.67547672,2019/05/08 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033021018,3302.1018,3302.1,4,2017_4,4,2018_4,N
-122.359778438,47.7099869520001,9285,11041   2ND AVE NW,5852,6152060,,Permit Finaled,Construction Permit,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached",Interior alterations to establish an accessory dwelling unit in basement of existing single-family dwelling per plan.,2007/09/27 00:00:00+00,2007/09/27 00:00:00+00,2007,2007/10/29 00:00:00+00,2007,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.1017,1400.1,530330014001017,HAN,1264639.11172376,262708.16428903,34858,DV0072679,6152060-CN,#001a73,-122.35977844,47.70998695,2009/03/27 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014001018,1400.1018,1400.1,3,2007_3,4,2007_4,N
-122.286467293,47.611947738,9291,1107   37TH AVE,6500,6257732,,Permit Finaled,Construction Permit,1,0,1,0,200000,ADU,"Accessory Dwelling, Attached","Change use from duplex to single-family dwelling with accessory dwelling unit, construct addition to and alter single-family dwelling and install rockery along 37th Ave per plan.",2010/10/07 00:00:00+00,2011/06/23 00:00:00+00,2011,2012/07/09 00:00:00+00,2012,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,7800.2007,7800.2,530330078002007,HAN,1282009.29670154,226603.80790006,142705,DV0077363,6257732-CN,#001a73,-122.28646729,47.61194774,2012/12/23 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330078002004,7800.2004,7800.2,2,2011_2,3,2012_3,N
-122.371235726,47.670726345,9297,1107  NW 58TH ST,5010,6095323,,Permit Finaled,Construction Permit,1,0,1,0,280530,ADU,"Accessory Dwelling, Attached",DEMOLISH SINGLE FAMILY RESIDENCE ESTABLISH USE AND CONSTRUCT SINGLE FAMILY RESIDENCE WITH ACCESSORY DWELLING UNIT PER PLANS COMPLETE ABOVE WORK OF PERMIT: 745367,2001/09/18 00:00:00+00,2004/09/14 00:00:00+00,2004,2012/04/24 00:00:00+00,2012,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.4,Ballard,Ballard,6,4700.1008,4700.1,530330047001008,HAN,1261532.78007257,248446.23736243,74837,DV0023595,6095323-CN,#001a73,-122.37123573,47.67072635,2012/05/21 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330047031008,4703.1008,4703.1,3,2004_3,2,2012_2,N
-122.371792453,47.674355205,9298,1107  NW 63RD ST,5050,6468547,,Permit Finaled,Construction Permit,1,0,1,0,49366,ADU,"Accessory Dwelling, Attached","Construct addition to basement of single family residence to create an accessory dwelling unit and main floor deck addition, per plans.",2015/08/20 00:00:00+00,2015/09/21 00:00:00+00,2015,2017/03/07 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.2008,3300.2,530330033002008,HAN,1261422.10103246,249772.39877179,74285,DV0057348,6468547-CN,#001a73,-122.37179245,47.67435521,2017/03/21 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033022002,3302.2002,3302.2,3,2015_3,1,2017_1,N
-122.350517152,47.711902605,9314,11249   FREMONT AVE N,6300,6511016,,Permit Finaled,Construction Permit,1,0,1,0,1700,ADU,"Accessory Dwelling, Attached","Construct alterations for proposed accessory dwelling unit in basement accessory to existing single family residence, per plan.",2016/03/04 00:00:00+00,2016/03/30 00:00:00+00,2016,2016/06/07 00:00:00+00,2016,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.1000,1400.1,530330014001000,HAN,1266932.5174221,263361.7089937,35198,DV0042549,6511016-CN,#001a73,-122.35051715,47.71190261,2017/09/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330014001000,1400.1000,1400.1,1,2016_1,2,2016_2,N
-122.311555795,47.6311061580001,9340,1215   16TH AVE E,4800,6496761,,Permit Finaled,Construction Permit,1,0,1,0,250000,ADU,"Accessory Dwelling, Attached",Construct additions and alterations and add an attached dwelling unit to an existing single family residence. per plans,2015/12/08 00:00:00+00,2016/03/07 00:00:00+00,2016,2017/03/27 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.2002,6400.2,530330064002002,HAN,1275956.33976734,233708.69750734,126432,DV0086129,6496761-CN,#001a73,-122.31155579,47.63110616,2017/09/07 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064002002,6400.2002,6400.2,1,2016_1,1,2017_1,N
-122.343023954,47.659771151,9345,1215  N 44TH ST,4950,6515382,,Permit Finaled,Construction Permit,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached","Alterations to existing single family residence to establish accessory dwelling unit in the basement, per plan.",2016/04/19 00:00:00+00,2016/09/20 00:00:00+00,2016,2017/01/30 00:00:00+00,2017,203,Wallingford,Residential Urban Village,Wallingford,Residential Urban Villages,11.2,Wallingford,Lake Union,4,5000.3027,5000.3,530330050003027,HAN,1268403.85896,244313.30388,91006,DV0087089,6515382-CN,#001a73,-122.34302395,47.65977115,2018/03/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330050003015,5000.3015,5000.3,3,2016_3,1,2017_1,N
-122.349924362,47.7121773050001,9435,11256   FREMONT AVE N,7494,6395354,,Permit Finaled,Construction Permit,1,0,1,0,690863,ADU,"Accessory Dwelling, Attached","Establish use as and construct new single family residence w/ attached garage with an ADU, per plan.",2014/02/12 00:00:00+00,2014/04/07 00:00:00+00,2014,2018/06/18 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,402.2011,402.2,530330004022011,HAN,1267080.39991826,263459.0145938,35179,DV0073011,6395354-CN,#001a73,-122.34992436,47.71217731,2018/10/07 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330004022015,402.2015,402.2,2,2014_2,2,2018_2,N
-122.339320947,47.721168241,9442,12550   ASHWORTH AVE N,8235,6306736,,Permit Finaled,Construction Permit,1,0,1,0,1500,ADU,"Accessory Dwelling, Attached",alterations to create detached accessory dwelling unit (DADU) in existing detached accessory building of single family residence per plan.,2012/02/02 00:00:00+00,2012/02/09 00:00:00+00,2012,2012/03/22 00:00:00+00,2012,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.3005,600.3,530330006003005,HAN,1269754.46276899,266686.72045311,27106,DV0069874,6306736-CN,#001a73,-122.33932095,47.72116824,2013/08/09 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006022003,602.2003,602.2,1,2012_1,1,2012_1,N
-122.301269785,47.6299792930001,9498,1120   24TH AVE E,6000,6421467,,Permit Finaled,Construction Permit,1,0,1,0,10000,ADU,"Accessory Dwelling, Attached","Alterations to basement of single family residence to create an accessory dwelling unit, per plans.",2014/07/01 00:00:00+00,2014/07/25 00:00:00+00,2014,2014/12/18 00:00:00+00,2014,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.1007,6400.1,530330064001007,HAN,1278484.23839393,233249.18672287,127223,DV0017026,6421467-CN,#001a73,-122.30126979,47.62997929,2016/01/25 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064001006,6400.1006,6400.1,3,2014_3,4,2014_4,N
-122.375850897,47.502525888,9504,11206   35TH AVE SW,9557,6256584,,Permit Finaled,Construction Permit,1,0,1,0,50000,ADU,"Accessory Dwelling, Attached",Remove existing garage and construct addition to east side of existing single family residence and create ADU per plan.,2010/11/01 00:00:00+00,2011/01/04 00:00:00+00,2011,2011/04/28 00:00:00+00,2011,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.1,Arbor Heights,Southwest,1,12100.2010,12100.2,530330121002010,HAN,1259166.23031015,187127.65067564,212335,DV0077254,6256584-CN,#001a73,-122.3758509,47.50252589,2012/07/04 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330121002008,12100.2008,12100.2,1,2011_1,2,2011_2,N
-122.349844145,47.7108191880001,9506,11206   FREMONT AVE N,11411,6269505,,Permit Finaled,Construction Permit,1,0,1,0,140015,ADU,"Accessory Dwelling, Attached","Additions and alterations including conversion of basement to accessory dwelling unit to existing single family residence and relocating detached garage, per plan.",2011/02/22 00:00:00+00,2011/03/25 00:00:00+00,2011,2015/01/09 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,402.2011,402.2,530330004022011,HAN,1267090.38238227,262963.32588929,35270,DV0077663,6269505-CN,#001a73,-122.34984415,47.71081919,2015/09/14 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330004022015,402.2015,402.2,1,2011_1,1,2015_1,N
-122.343451437,47.6874763060001,9515,1121  N 81ST ST,6180,6187992,,Permit Finaled,Construction Permit,1,0,1,0,25000,ADU,"Accessory Dwelling, Attached",Establish parking and ADU in basement of existing single family residence per plan.,2008/07/22 00:00:00+00,2008/07/30 00:00:00+00,2008,2009/01/30 00:00:00+00,2009,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3999996,Green Lake,Northwest,6,2700.4015,2700.4,530330027004015,HAN,1268496.82871971,254419.32127255,60207,DV0074515,6187992-CN,#001a73,-122.34345144,47.68747631,2010/01/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330027004015,2700.4015,2700.4,3,2008_3,1,2009_1,N
-122.299323596,47.6305349,9541,1207   26TH AVE E,6000,6264517,,Permit Finaled,Construction Permit,1,0,1,0,30000,ADU,"Accessory Dwelling, Attached","Alteration to 1st floor; structural alteration to 2nd floor framing;  establish accessory dwelling unit(ADU) at 1st floor, and voluntary seismic upgrade in existing single family dwelling, per plan.",2011/05/06 00:00:00+00,2011/06/07 00:00:00+00,2011,2014/12/01 00:00:00+00,2014,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.1005,6400.1,530330064001005,HAN,1278967.89074643,233442.66921907,127208,DV0077921,6264517-CN,#001a73,-122.2993236,47.6305349,2014/06/07 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064001005,6400.1005,6400.1,2,2011_2,4,2014_4,N
-122.298629263,47.602385015,9580,122   26TH AVE,5000,6222133,,Permit Finaled,Construction Permit,1,0,1,0,132251,ADU,"Accessory Dwelling, Attached",Construct new second story and rear deck additions and establish Accessory Dwelling Unit in basement of existing single family residence per plan.,2009/12/07 00:00:00+00,2010/02/17 00:00:00+00,2010,2015/05/08 00:00:00+00,2015,109,23rd & Union-Jackson,Residential Urban Village,23rd & Union-Jackson,Residential Urban Villages,5.3000002,Central Area/Squire Park,Central,3,8800.3014,8800.3,530330088003014,HAN,1278943.5638344,223173.17032855,145740,DV0075979,6222133-CN,#001a73,-122.29862926,47.60238502,2014/09/01 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330088003014,8800.3014,8800.3,1,2010_1,2,2015_2,N
-122.333783249,47.71462977,9617,11714   MERIDIAN AVE N,7500,6581550,,Permit Finaled,Construction Permit,1,0,1,0,187475,ADU,"Accessory Dwelling, Attached","Construct alterations to and an accessory dwelling unit in an existing single-family residence, per plans.",2017/05/26 00:00:00+00,2017/08/22 00:00:00+00,2017,2017/08/31 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.4004,600.4,530330006004004,HAN,1271070.76098,264275.53378,31566,DV0090088,6581550-CN,#001a73,-122.33378325,47.71462977,2019/02/22 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006012013,601.2013,601.2,3,2017_3,3,2017_3,N
-122.308771415,47.7146026030001,9618,11717   19TH AVE NE,8120,6420265,,Permit Finaled,Construction Permit,1,0,1,0,92327,ADU,"Accessory Dwelling, Attached","Remove existing detached garage and Construct Detached Accessory Dwelling Unit (DADU) with surface parking, per plan.",2014/07/28 00:00:00+00,2015/02/07 00:00:00+00,2015,2015/09/14 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.4005,700.4,530330007004005,HAN,1277226.64223264,264146.58477051,32719,DV0017798,6420265-CN,#001a73,-122.30877142,47.7146026,2016/08/07 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330007001008,700.1008,700.1,1,2015_1,3,2015_3,N
-122.279867624,47.714347839,9621,11724   EXETER AVE NE,13930,6497795,,Permit Finaled,Construction Permit,1,0,1,0,10000,ADU,"Accessory Dwelling, Attached","Construct alterations for accessory dwelling unit at basement of existing single family residence, per plan.",2016/01/26 00:00:00+00,2016/04/05 00:00:00+00,2016,2016/06/29 00:00:00+00,2016,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,900.1006,900.1,530330009001006,HAN,1284338.93177593,263918.59859427,34295,DV0079300,6497795-CN,#001a73,-122.27986762,47.71434784,2017/10/05 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330009001005,900.1005,900.1,2,2016_2,2,2016_2,N
-122.34298527,47.688577507,9636,1130  N 82ND ST,3720,6457672,,Permit Finaled,Construction Permit,1,0,1,0,20000,ADU,"Accessory Dwelling, Attached","Construct alterations for an attached dwelling unit in an existing single family residence, per plans",2015/03/31 00:00:00+00,2015/05/27 00:00:00+00,2015,2016/05/03 00:00:00+00,2016,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3999996,Green Lake,Northwest,6,2700.4005,2700.4,530330027004005,HAN,1268619.50340783,254818.67231295,60081,DV0084788,6457672-CN,#001a73,-122.34298527,47.68857751,2016/11/27 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330027004005,2700.4005,2700.4,2,2015_2,2,2016_2,N
-122.314093704,47.7106408830001,9643,11307   14TH AVE NE,7140,6080712,,Permit Finaled,Construction Permit,1,0,1,0,20000,ADU,"Accessory Dwelling, Attached",Minor interior alterations to establish basement accessory dwelling unit (ADU) in existing single family residence per plan.,2006/07/03 00:00:00+00,2006/07/26 00:00:00+00,2006,2007/01/12 00:00:00+00,2007,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,1200.1001,1200.1,530330012001001,HAN,1275888.87864728,262726.91244905,36746,DV0054124,6080712-CN,#001a73,-122.3140937,47.71064088,2008/01/26 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330012021001,1202.1001,1202.1,3,2006_3,1,2007_1,N
-122.349961921,47.7151456830001,9682,11738   FREMONT AVE N,7230,6316400,,Permit Finaled,Construction Permit,1,0,1,0,60000,ADU,"Accessory Dwelling, Attached",Construct  accessory dwelling unit in basement of single family dwelling per plan.,2012/06/20 00:00:00+00,2012/08/06 00:00:00+00,2012,2013/06/18 00:00:00+00,2013,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,402.2009,402.2,530330004022009,HAN,1267092.49259027,264541.75200291,30802,DV0065125,6316400-CN,#001a73,-122.34996192,47.71514568,2014/02/06 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004022013,402.2013,402.2,3,2012_3,2,2013_2,N
-122.308318096,47.629716096,9715,1134   18TH AVE E,4820,6207780,,Permit Finaled,Construction Permit,1,0,1,0,150000,ADU,"Accessory Dwelling, Attached","Construct additions and alter Single Family Residence and establish Accessory Dwelling Unit in basement, per plan.",2009/03/24 00:00:00+00,2009/04/20 00:00:00+00,2009,2010/06/28 00:00:00+00,2010,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.3005,6400.3,530330064003005,HAN,1276744.78879215,233186.4272988,126605,DV0037383,6207780-CN,#001a73,-122.3083181,47.6297161,2010/10/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064003005,6400.3005,6400.3,2,2009_2,2,2010_2,N
-122.283223687,47.7116404390001,9725,11345   BARTLETT AVE NE,8976,6466088,,Permit Finaled,Construction Permit,1,0,1,0,75299,ADU,"Accessory Dwelling, Attached","Construct alterations and additions to existing single family residence for ADU, per plan.",2015/06/25 00:00:00+00,2015/09/17 00:00:00+00,2015,2017/05/18 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.2001,800.2,530330008002001,HAN,1283494.29868706,262946.75142528,38073,DV0085242,6466088-CN,#001a73,-122.28322369,47.71164044,2017/03/17 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008002001,800.2001,800.2,3,2015_3,2,2017_2,N
-122.280786938,47.712288347,9730,11351   DURLAND AVE NE,6300,6601411,,Permit Finaled,Construction Permit,1,0,1,0,35000,ADU,"Accessory Dwelling, Attached","Construct alterations to existing single family residence, add elevator, establish Accessory Dwelling Unit (ADU) and add deck, per plans.",2017/09/24 00:00:00+00,2017/11/25 00:00:00+00,2017,2018/04/12 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,900.1006,900.1,530330009001006,HAN,1284098.53215968,263171.75264151,34188,DV0006990,6601411-CN,#001a73,-122.28078694,47.71228835,2019/05/25 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330009001005,900.1005,900.1,4,2017_4,2,2018_2,N
-122.308327541,47.6298177350001,9738,1138   18TH AVE E,4820,6462636,,Permit Finaled,Construction Permit,1,0,1,0,2000,ADU,"Accessory Dwelling, Attached","Construct alterations to create accessory dwelling unit (ADU) in existing finished basement of single family residence, per plan.",2015/05/14 00:00:00+00,2015/10/16 00:00:00+00,2015,2017/04/10 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.3005,6400.3,530330064003005,HAN,1276743.17087215,233223.53961884,126589,DV0044793,6462636-CN,#001a73,-122.30832754,47.62981774,2017/04/16 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064003005,6400.3005,6400.3,4,2015_4,2,2017_2,N
-122.314335035,47.72090359,9745,12551   14TH AVE NE,6300,6532256,,Permit Finaled,Construction Permit,1,0,1,0,30000,ADU,"Accessory Dwelling, Attached","Construct alteration for an accessory dwelling unit (ADU) in an existing single family residence, per plans.",2016/05/31 00:00:00+00,2016/12/22 00:00:00+00,2016,2017/11/03 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,200.5008,200.5,530330002005008,HAN,1275901.51378329,266470.85562089,27938,DV0087875,6532256-CN,#001a73,-122.31433504,47.72090359,2018/06/22 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002013003,201.3003,201.3,4,2016_4,4,2017_4,N
-122.31333795,47.6920588610001,9778,1235  NE 88TH ST,5001,6564184,3025890,Permit Finaled,Construction Permit,1,0,1,0,350000,ADU,"Accessory Dwelling, Attached","Construct alterations and addition to and create an accessory dwelling unit (ADU) within an existing single family residence, per plan.",2017/01/23 00:00:00+00,2017/04/19 00:00:00+00,2017,2018/02/08 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,2000.1020,2000.1,530330020001020,HAN,1275944.55839133,255946.49004211,51530,DV0088877,6564184-CN,#001a73,-122.31333795,47.69205886,2018/10/19 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020003013,2000.3013,2000.3,2,2017_2,1,2018_1,Y
