X,Y,OBJECTID,ADDRESS,LOT_SIZE,PRMT_NR,MUP_APNO,STGLSTTITL,APTYPE,NEW,DEMO,NET_UNITS,SLEEPING_ROOMS,VALUE,TYPE_OCC,DWELTYPE,COMMENTS,APP_DATE,ISS_DATE,YEAR_ISSUED,FINAL_DATE,YEAR_FINAL,VILLNUMB,NAME,TYPE_NAME,COMP_PLAN_NAME,COMP_PLAN_TYPE,CRA_NO,CRA,NEIGHBORHOOD,C_DISTRICT,TRBL2010,TRBG2010,GEOID10,SOURCE,XCOORD,YCOORD,MAF_ID,DEVSITE_ID,RECORDNUMBER,STATUS_COLOR,LONGITUDE,LATITUDE,EXPIRE_DATE,ZONING_FULL,ZONING_PRIMARY,ZONING_REPORT,CATEGORY,CLASS,CONSTR_PRMT_PARENT,GEOID20,TRBL2020,TRBG2020,Q_ISSUED,Q_Y_ISSUED,Q_FINAL,Q_Y_FINAL,CONDO_Y_N,INSPECTION_DATE,INSPECTION_TYPE
-122.384077587,47.5296233280001,5493,3947 SW SOUTHERN ST,6856,6862827,,Permit Issued,Construction Permit,1,0,1,0,69982,DADU,"Accessory Dwelling, Detached","Construct foundations for, and install, factory-built single-family dwelling [DADU], per plan. Existing single-family dwelling to remain.",2021/11/16 00:00:00+00,2021/12/20 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,Southwest,1,11600.2017,11600.2,530330116002017,ACC,1257332.3482,197050.7043,758552,DV1200907,6862827-CN,#ff5500,-122.38409218,47.52962913,2023/06/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330116022018,11602.2018,11602.2,4,2021_4,,,N,2022/06/12 00:00:00+00,Framing
-122.283349687,47.5676555630001,5499,4005 CASCADIA AVE S,4354,6809893,,Permit Issued,Construction Permit,1,0,1,0,45729,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU) to existing single family residence, per plan.",2021/09/14 00:00:00+00,2022/01/20 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.1999998,Columbia City,Southeast,2,10100.5040,10100.5,530330101005040,ACC,1282473.7479,210435.9335,757633,DV1184205,6809893-CN,#ff5500,-122.28336428,47.56766138,2023/07/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330101022018,10102.2018,10102.2,1,2022_1,,,N,2022/07/01 00:00:00+00,Framing
-122.383352391,47.5648528140001,5507,4010 SW GENESEE ST,6436,6844742,,Permit Issued,Construction Permit,1,0,1,0,53961,DADU,"Accessory Dwelling, Detached","Construct detached studio accessory to single family residence, per plans.",2021/10/08 00:00:00+00,2022/01/21 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9800.4012,9800.4,530330098004012,ACC,1257770.281,209894.969,159541,DV0080129,6844742-CN,#ff5500,-122.383367,47.56485862,2023/07/21 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330098022005,9802.2005,9802.2,1,2022_1,,,N,2022/06/16 00:00:00+00,Structural
-122.383475053,47.528261748,5510,4011 SW THISTLE ST,4613,6818348,,Permit Issued,Construction Permit,1,0,1,0,441047,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single family residence, with an attached accessory dwelling unit (AADU) and a detached accessory dwelling unit (DADU), per plan.",2021/03/08 00:00:00+00,2021/07/20 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,Southwest,1,11600.3003,11600.3,530330116003003,ACC,1257471.17,196551.15,191218,DV1095173,6818348-CN,#ff5500,-122.38348965,47.52826755,2023/01/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330116011004,11601.1004,11601.1,3,2021_3,,,Y,2022/03/30 00:00:00+00,Insulation
-122.284669459,47.697814426,5511,4014 B NE 95TH ST,8997,6843907,,Permit Issued,Construction Permit,1,0,1,0,143773,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) to existing-single family residence, per plan",2021/10/06 00:00:00+00,2022/02/16 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4000001,Wedgwood/View Ridge,Northeast,5,2200.2000,2200.2,530330022002000,ACC,1283043.3262,257911.0917,757906,DV1186957,6843907-CN,#ff5500,-122.28468408,47.69782025,2023/08/16 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330022002000,2200.2000,2200.2,1,2022_1,,,N,2022/02/24 00:00:00+00,Pre-Construction Conference
-122.284073028,47.6692658090001,5514,4015 NE 56TH ST,5649,6766290,,Permit Issued,Construction Permit,1,0,1,0,711597,DADU,"Accessory Dwelling, Detached","Establish use as single family residence and construct one family dwelling with one attached accessory dwelling unit and one detached accessory dwelling unit, per plans.",2020/02/21 00:00:00+00,2020/05/28 00:00:00+00,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,4200.2015,4200.2,530330042002015,ACC,1282993.874,247496.606,108151,DV1096423,6766290-CN,#ff5500,-122.28408764,47.66927163,2023/05/28 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330042013021,4201.3021,4201.3,2,2020_2,,,N,2022/06/07 00:00:00+00,Insulation
-122.384367013,47.567810615,5516,4017 41ST AVE SW,5757,6766295,,Permit Issued,Construction Permit,1,0,1,0,123395,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit, per plans",2020/05/14 00:00:00+00,2021/06/28 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9800.4006,9800.4,530330098004006,ACC,1257541.583,210978.699,159197,DV1117468,6766295-CN,#ff5500,-122.38438162,47.56781642,2022/12/28 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330098023013,9802.3013,9802.3,2,2021_2,,,N,2020/05/13 00:00:00+00,Construction Intake Appointment
-122.357457366,47.6561991310001,5519,4019 1ST AVE NW,6258,6800804,,Permit Issued,Construction Permit,1,0,1,0,309508,DADU,"Accessory Dwelling, Detached","Construct new single family residence with attached accessory dwelling unit (AADU) and convert existing single family into a detached accessory dwelling unit (DADU), per plan.",2021/02/04 00:00:00+00,2021/08/19 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4800.3036,4800.3,530330048003036,ACC,1264821.8867,243080.7149,755668,DV0033581,6800804-CN,#ff5500,-122.35747199,47.65620495,2023/02/19 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330048003017,4800.3017,4800.3,3,2021_3,,,N,2021/02/04 00:00:00+00,Construction Intake Appointment
-122.397183323,47.567805536,5523,4022 51ST AVE SW,5765,6820164,,Permit Issued,Construction Permit,1,0,1,0,123969,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit, per plans",2021/03/12 00:00:00+00,2021/04/28 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9702.4016,9702.4,530330097024016,ACC,1254378.253,211040.874,158389,DV1211519,6820164-CN,#ff5500,-122.39719793,47.56781134,2022/10/28 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330097024017,9702.4017,9702.4,2,2021_2,,,N,2021/09/30 00:00:00+00,Structural
-122.396928268,47.5563877880001,5525,5039 50TH AVE SW,6117,6861893,,Permit Issued,Construction Permit,1,0,1,0,32321,DADU,"Accessory Dwelling, Detached","Construct substantial alterations to convert garage to detached accessory dwelling unit (DADU) to existing single-family residence, per plan",2021/11/06 00:00:00+00,2022/02/09 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,10500.3008,10500.3,530330105003008,ACC,1254356.591,206875.66,758460,DV1135472,6861893-CN,#ff5500,-122.39694287,47.55639359,2023/08/09 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330105022008,10502.2008,10502.2,1,2022_1,,,N,2021/10/27 00:00:00+00,Construction Intake Appointment
-122.293702728,47.5518014630001,5534,5529 WINSTON AVE S,8982,6770522,,Permit Issued,Construction Permit,1,0,1,0,250000,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) to existing single-family residence, per plan",2020/11/04 00:00:00+00,2022/03/12 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.5,Beacon Hill,Greater Duwamish,2,10401.2017,10401.2,530330104012017,ACC,1279808.625,204702.28125,601730,DV0044639,6770522-CN,#ff5500,-122.29371731,47.55180728,2023/09/12 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330104012018,10401.2018,10401.2,1,2022_1,,,N,2020/11/03 00:00:00+00,Construction Intake Appointment
-122.262528537,47.5440640370001,5538,5541 S MORGAN ST,4706,6840685,,Permit Issued,Construction Permit,1,0,1,0,490105,DADU,"Accessory Dwelling, Detached","Establish use as and construct single-family residence w/ detached accessory dwelling unit (DADU), per plan",2021/06/10 00:00:00+00,2022/03/07 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,11102.1007,11102.1,530330111021007,ACC,1287453.1406,201735.9078,756511,DV0348678,6840685-CN,#ff5500,-122.26254312,47.54406986,2023/09/07 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330111021008,11102.1008,11102.1,1,2022_1,,,N,2022/06/09 00:00:00+00,Insulation
-122.29435405,47.669758593,5539,5543 31ST AVE NE,4482,6873634,,Permit Issued,Construction Permit,1,0,1,0,139097,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU) accessory to Single Family Residence, per plan.",2022/01/04 00:00:00+00,2022/06/29 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,4200.5019,4200.5,530330042005019,ACC,1280464.6254,247724.2435,759264,DV1212667,6873634-CN,#ff5500,-122.29436866,47.66976442,2023/12/29 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330042023016,4202.3016,4202.3,2,2022_2,,,N,2022/07/05 00:00:00+00,Foundation
-122.262369742,47.5440620890001,5541,5543 S MORGAN ST,7698,6831128,,Permit Issued,Construction Permit,1,0,1,0,687226,DADU,"Accessory Dwelling, Detached","Establish use as single-family residence with attached and detached accessory dwelling unit (AADU & DADU), and construct two-family dwelling and single family dwelling, per plan.",2021/06/04 00:00:00+00,2022/04/04 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,11102.1007,11102.1,530330111021007,ACC,1287492.34,201734.469,185407,DV0348679,6831128-CN,#ff5500,-122.26238432,47.54406791,2023/10/04 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330111021008,11102.1008,11102.1,2,2022_2,,,N,2022/06/28 00:00:00+00,Insulation
-122.284455581,47.6834776630001,5553,7511 41ST AVE NE,9987,6811104,,Permit Issued,Construction Permit,1,0,1,0,167304,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU) to existing single family residence, per plan.",2021/02/04 00:00:00+00,2021/03/19 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4000001,Wedgwood/View Ridge,Northeast,4,2400.2004,2400.2,530330024002004,ACC,1282997.38,252681.462,102245,DV0029502,6811104-CN,#ff5500,-122.2844702,47.68348349,2022/09/19 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330024002004,2400.2004,2400.2,1,2021_1,,,Y,2022/06/27 00:00:00+00,Site Final
-122.368902119,47.53503383,5558,7513 28TH AVE SW,6839,6784286,,Permit Issued,Construction Permit,1,0,1,0,117113,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit, per plans.",2020/09/14 00:00:00+00,2020/11/20 00:00:00+00,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.2,High Point,Delridge Neighborhoods,1,10701.2018,10701.2,530330107012018,ACC,1261120.06,198948.7,187384,DV0344940,6784286-CN,#ff5500,-122.36891671,47.53503964,2023/11/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330107011015,10701.1015,10701.1,4,2020_4,,,N,2022/06/17 00:00:00+00,Framing
-122.294627257,47.595525271,5563,805 YAKIMA AVE S,4497,6808202,3037714,Permit Issued,Construction Permit,1,0,1,0,616293,DADU,"Accessory Dwelling, Detached","Establish use as single family residence with attached and detached accessory dwelling units and construct a one-family dwelling and a two-family dwelling, per plans.",2021/06/09 00:00:00+00,2022/03/25 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,8900.2013,8900.2,530330089002013,ACC,1279883.1875,220652.6539,755776,DV0347359,6808202-CN,#ff5500,-122.29464185,47.59553109,2023/09/25 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330089002012,8900.2012,8900.2,1,2022_1,,,N,2022/06/30 00:00:00+00,Foundation
-122.392551978,47.6565744070001,5570,4023 WILLIAMS AVE W,5502,6708744,,Permit Issued,Construction Permit,1,0,1,0,667643,DADU,"Accessory Dwelling, Detached","Establish use as single family residence and construct one family dwelling and detached accessory dwelling unit, per plans.",2019/05/28 00:00:00+00,2020/09/30 00:00:00+00,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.2,Interbay,Magnolia/Queen Anne,7,5801.3003,5801.3,530330058013003,ACC,1256177.352,243390.829,88336,DV0065814,6708744-CN,#ff5500,-122.39256661,47.65658022,2023/09/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330058013003,5801.3003,5801.3,3,2020_3,,,Y,2022/04/04 00:00:00+00,Expired Advisory
-122.389132881,47.5676040390001,5571,4026 45TH AVE SW,5752,6754122,,Permit Issued,Construction Permit,1,0,1,0,254114,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU) for existing single family residence, per plan.",2019/11/26 00:00:00+00,2021/07/23 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9800.4009,9800.4,530330098004009,ACC,1256363.758,210927.11,158424,DV1107703,6754122-CN,#ff5500,-122.38914749,47.56760985,2023/01/23 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330098023017,9802.3017,9802.3,3,2021_3,,,N,2022/03/09 00:00:00+00,Insulation
-122.388415021,47.5673208530001,5580,4037 44TH AVE SW,5752,6773512,,Permit Issued,Construction Permit,1,0,1,0,258476,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence with an attached accessory dwelling unit and construct substantial alterations to the existing house for a detached accessory dwelling unit, per plans",2021/02/05 00:00:00+00,2022/06/21 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9800.4009,9800.4,530330098004009,ACC,1256538.8521,210820.2534,158464,DV0051855,6773512-CN,#ff5500,-122.38842963,47.56732666,2023/12/21 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330098023017,9802.3017,9802.3,2,2022_2,,,N,2021/02/05 00:00:00+00,Construction Intake Appointment
-122.2837303,47.566719715,5581,4040 39TH AVE S,5079,6752575,,Permit Issued,Construction Permit,1,0,1,0,106404,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU) on existing structure, per plan.",2020/01/30 00:00:00+00,2020/07/16 00:00:00+00,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.1999998,Columbia City,Southeast,2,10100.5040,10100.5,530330101005040,ACC,1282373.37,210096.4,161514,DV1117308,6752575-CN,#ff5500,-122.28374489,47.56672553,2023/07/16 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330101022018,10102.2018,10102.2,3,2020_3,,,N,2020/01/29 00:00:00+00,Construction Intake Appointment
-122.395632156,47.567064751,5584,4044 50TH AVE SW,6730,6830320,,Permit Issued,Construction Permit,1,0,1,0,52201,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit on existing foundation, accessory to single family residence, per plans.  Project includes removal of existing carport with foundation to remain,",2021/09/13 00:00:00+00,2022/01/19 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9702.4017,9702.4,530330097024017,ACC,1254755.6226,210762.9398,758707,DV0029895,6830320-CN,#ff5500,-122.39564676,47.56707056,2023/07/19 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330097024018,9702.4018,9702.4,1,2022_1,,,N,2021/08/18 00:00:00+00,Construction Intake Appointment
-122.282884325,47.6692349250001,5586,4047 NE 56TH ST,7438,6788587,,Permit Finaled,Construction Permit,1,0,1,0,504177,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence with a detached accessory dwelling unit, per plan.",2020/07/27 00:00:00+00,2021/03/25 00:00:00+00,2021,2022/05/10 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,4200.2015,4200.2,530330042002015,ACC,1283286.491,247479.824,108158,DV0032696,6788587-CN,#001a73,-122.28289894,47.66924075,2022/09/25 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330042013021,4201.3021,4201.3,1,2021_1,2,2022_2,Y,2022/05/10 00:00:00+00,Building Final
-122.281088088,47.675979522,5598,4324 NE 65TH ST,4711,6765223,,Permit Issued,Construction Permit,1,0,1,0,90345,DADU,"Accessory Dwelling, Detached","Construct substantial alterations and 2nd story addition to convert detached garage to detached accessory dwelling unit [DADU], per plan.",2020/03/20 00:00:00+00,2020/12/16 00:00:00+00,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4000001,Wedgwood/View Ridge,Northeast,4,3900.2017,3900.2,530330039002017,ACC,1283775.263,249931.257,104871,DV1124416,6765223-CN,#ff5500,-122.2811027,47.67598535,2023/12/16 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330039002016,3900.2016,3900.2,4,2020_4,,,N,2020/03/19 00:00:00+00,Construction Intake Appointment
-122.27854357,47.542666253,5599,4326 S HOLLY ST,6804,6831434,,Permit Issued,Construction Permit,1,0,1,0,40964,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU) accessory to Single Family Residence, per Standard Plan 6800948-SP.",2021/04/02 00:00:00+00,2021/04/20 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.1999998,Columbia City,Southeast,2,11101.4022,11101.4,530330111014022,ACC,1283488.85,201300,184886,DV1148495,6831434-CN,#ff5500,-122.27855815,47.54267207,2022/10/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330111014021,11101.4021,11101.4,2,2021_2,,,N,2022/02/14 00:00:00+00,Insulation
-122.277940543,47.66327542,5602,4606 NE 47TH ST,4657,6820279,,Permit Issued,Construction Permit,1,0,1,0,250000,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU) accessory to Single Family Residence, per Standard Plan 6794017-SP.",2021/01/25 00:00:00+00,2021/02/19 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,Northeast,4,4100.4011,4100.4,530330041004011,ACC,1284463.558,245283.48,87194,DV1166077,6820279-CN,#ff5500,-122.27795515,47.66328124,2022/08/19 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330041022010,4102.2010,4102.2,1,2021_1,,,N,2022/04/12 00:00:00+00,Insulation
-122.274710197,47.5531226790001,5605,4611 S BRANDON ST,6194,6881363,,Permit Issued,Construction Permit,1,0,1,0,98226,DADU,"Accessory Dwelling, Detached","Construct substantial alterations convert detached garage to detached accessory dwelling unit (DADU) for existing single family residence, per plan",2022/03/15 00:00:00+00,2022/06/11 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,10200.4024,10200.4,530330102004024,ACC,1284506.912,205095.7128,760684,DV0056671,6881363-CN,#ff5500,-122.27472478,47.5531285,2023/12/11 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330102004026,10200.4026,10200.4,2,2022_2,,,N,2022/03/14 00:00:00+00,Construction Intake Appointment
-122.35358433,47.6571546710001,5627,4115 FRANCIS AVE N,4189,6821677,,Permit Issued,Construction Permit,1,0,1,0,105036,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU), alterations of front porch, and addition of deck, fence and gate for existing single family residence, per plan.",2021/05/20 00:00:00+00,2021/07/30 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4900.4013,4900.4,530330049004013,ACC,1265783.092,243410.316,90374,DV1153401,6821677-CN,#ff5500,-122.35359895,47.65716049,2023/01/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330049021005,4902.1005,4902.1,3,2021_3,,,N,2022/01/06 00:00:00+00,Insulation
-122.383185951,47.565551929,5648,4131 40TH AVE SW,8619,6792006,3036832,Permit Issued,Construction Permit,1,0,1,0,357658,DADU,"Accessory Dwelling, Detached","Establish use as a single family residence with (2) AADUs and construct a townhouse, per plan.",2020/08/19 00:00:00+00,2021/06/30 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9800.4012,9800.4,530330098004012,ACC,1257816.499,210149.1027,753753,DV0343579,6792006-CN,#ff5500,-122.38320056,47.56555774,2022/12/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330098022005,9802.2005,9802.2,2,2021_2,,,Y,2022/03/28 00:00:00+00,Insulation
-122.387776733,47.5649339300001,5657,4156 44TH AVE SW,6418,6717778,,Permit Issued,Construction Permit,1,0,1,0,476508,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with detached accessory garage and DADU (detached accessory dwelling unit) above, per plan.",2019/10/15 00:00:00+00,2020/04/13 00:00:00+00,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9800.4019,9800.4,530330098004019,ACC,1256678.809,209946.582,158692,DV1120423,6717778-CN,#ff5500,-122.38779134,47.56493974,2023/04/13 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330098022007,9802.2007,9802.2,2,2020_2,,,N,2019/10/15 00:00:00+00,Construction Intake Appointment
-122.403287212,47.662225074,5664,4530 36TH AVE W,7906,6851395,,Permit Issued,Construction Permit,1,0,1,0,490443,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with detached accessory dwelling unit (DADU), per plan.",2021/09/15 00:00:00+00,2022/05/18 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.1,Magnolia,Magnolia/Queen Anne,7,5700.5013,5700.5,530330057005013,ACC,1253574.2728,245505.3543,756963,DV0055493,6851395-CN,#ff5500,-122.40330184,47.66223088,2023/11/18 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330057001009,5700.1009,5700.1,2,2022_2,,,N,2022/06/23 00:00:00+00,Foundation
-122.403271844,47.662291736,5667,4532 36TH AVE W,7906,6851403,,Permit Issued,Construction Permit,1,0,1,0,542936,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with attached accessory dwelling unit (AADU) and detached accessory dwelling unit (DADU), per plan.",2021/08/27 00:00:00+00,2022/05/19 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.1,Magnolia,Magnolia/Queen Anne,7,5700.5013,5700.5,530330057005013,ACC,1253578.555,245529.588,80141,DV0055493,6851403-CN,#ff5500,-122.40328647,47.66229755,2023/11/19 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330057001009,5700.1009,5700.1,2,2022_2,,,N,2022/06/23 00:00:00+00,Foundation
-122.351214294,47.6801058660001,5671,527 N 71ST ST,5157,6786737,,Permit Issued,Construction Permit,1,0,1,0,412215,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single family dwelling unit and a detached accessory dwelling unit (DADU), per plan.",2020/07/16 00:00:00+00,2021/08/26 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3000002,Greenwood/Phinney Ridge,Northwest,6,2800.3011,2800.3,530330028003011,ACC,1266532.175,251768.971,68968,DV1116978,6786737-CN,#ff5500,-122.35122892,47.68011168,2023/02/26 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330028003013,2800.3013,2800.3,3,2021_3,,,N,2022/05/06 00:00:00+00,Insulation
-122.321667652,47.6929405110001,5674,527 NE 89TH ST,5134,6798808,,Permit Finaled,Construction Permit,1,0,1,0,800000,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence, an attached accessory dwelling unit and a detached accessory dwelling unit, per plans",2020/11/19 00:00:00+00,2021/02/22 00:00:00+00,2021,2022/01/26 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,1900.2014,1900.2,530330019002014,ACC,1273899.7253,256307.5872,746304,DV0338901,6798808-CN,#001a73,-122.32168227,47.69294633,2022/08/22 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330019001014,1900.1014,1900.1,1,2021_1,1,2022_1,Y,2022/01/26 00:00:00+00,Building Final
-122.311043722,47.62415652,5678,528 16TH AVE E,5442,6817946,,Permit Issued,Construction Permit,1,0,1,0,70680,DADU,"Accessory Dwelling, Detached","Change use of existing duplex to single family residence with AADU and construct substantial alterations to existing garage and convert into Detached accessory dwelling unit, per plan.",2021/06/23 00:00:00+00,2021/12/30 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,7600.1009,7600.1,530330076001009,ACC,1276033.904,231171.753,131343,DV0042612,6817946-CN,#ff5500,-122.31105833,47.62416234,2023/06/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330076001009,7600.1009,7600.1,4,2021_4,,,N,2022/06/29 00:00:00+00,Structural
-122.295809003,47.59716165,5679,528 28TH AVE S,3903,6861517,,Permit Issued,Construction Permit,1,0,1,0,152895,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU), per plan.  (Establish use as and construct single family dwelling and detached accessory dwelling unit (DADU), per plan.  Review and processing for (2) construction records under 6837309-CN.)",2021/10/01 00:00:00+00,2022/03/03 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,8900.2003,8900.2,530330089002003,ACC,1279603.0023,221254.9786,146265,DV0034022,6861517-CN,#ff5500,-122.2958236,47.59716747,2023/09/03 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,6837309-CN,530330089002003,8900.2003,8900.2,1,2022_1,,,N,,
